Unnamed: 0,job_title,company_name,location,post_date,job_description,salary,province,post_date_num,scrape_date,posted_at,posted_date_only,python_yn,sql_yn,mysql_yn,postgresql_yn,database_yn,aws_yn,azure_yn,spark_yn,hadoop_yn,kafka_yn,snowflake_yn,databricks_yn,apache_yn,git_yn,github_yn,tableau_yn,power bi_yn,looker_yn,experience_needed_yn,salary_preCleaned,min_salary,max_salary,avg_salary
284,ADMIN DATA ANALYST,PT Mitracomm Ekasarana,"Central Jakarta, Jakarta",Posted 10h ago,"PT Mitracomm Ekasarana sedang membuka lowongan kerja dengan posisi: 
ADMIN DATA ANALYST - KPPTI Jakarta Pusat
Requirements: 

Pendidikan D3/S1
Memiliki pengalaman minimal 1 tahun sebagai Data Analis/Finance Accounting
Pernah Pengolah data menggunakan SQL Menguasai SQL 
Menguasai PYTHON 
Memiliki kemampuan komunikasi yang baik 
Memiliki kemampuan 
Ms Office Skills 
Penempatan Kerja : KPPTI Jakarta Pusat 

Benefit: 
Jenjang Karir 
Gaji Tetap 
Tunjangan 
BPJS Kesehatan BPJS Ketenagakerjaan",Rp 6.000.000 – Rp 6.200.000 per month,jakarta,10h,2026-03-18 01:00:00,2026-03-17 15:00:00,2026-03-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6000000 –  6200000,,,
285,Data Analyst,PT Rapid Teknologi Indonesia,Jakarta,Posted 5d ago,"Job Description
Collect, clean, and analyze data from various sources to support business decision-making.
Develop reports, dashboards, and visualizations to present data insights clearly to stakeholders.
Identify trends, patterns, and anomalies in data to provide actionable business insights.
Collaborate with business teams to understand data requirements and translate them into analytical solutions.
Perform data validation and ensure data accuracy and consistency.
Write and optimize SQL queries to extract and manipulate data from databases.
Support business strategy by providing data-driven recommendations and performance analysis.
Qualifications
Bachelor’s degree in Data Science, Statistics, Computer Science, Information Systems, Mathematics, or related field.
Proven experience as a Data Analyst or similar analytical role.
Strong knowledge of SQL, Excel, and data visualization tools (e.g., Tableau, Power BI, or Looker).
Familiarity with Python or R for data analysis is a plus.
Understanding of data modeling, data cleaning, and statistical analysis.
Strong analytical thinking and problem-solving skills.
Good communication skills to present insights to both technical and non-technical stakeholders.",Not Available,jakarta,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,,,,
288,Mud Logger/ Directional Driller/ Data Engineer/ Pressure Engineer,PT Navita Origo Solution,"Bengkalis, Riau",Posted 5d ago,"About the role

We are seeking experienced Mud Loggers and Directional Driller to join our team on a contract basis in Fields. This is an exciting opportunity to contribute to the operations of our oil and gas drilling projects, utilising your technical expertise to support the efficiency and safety of our drilling activities.
What you'll be doing
Providing real-time monitoring and analysis of drilling parameters and wellbore conditions to ensure smooth drilling operations and to optimize drilling performance and mitigate risks
Interpreting and reporting on directional drilling data to ensure optimal wellbore placement and trajectory
Collecting, processing, and analyzing drilling data to generate insights that inform operational decisions
Collaborating with the drilling team to troubleshoot issues and implement solutions
Maintaining accurate and detailed records of all drilling activities and parameters
Adhering to all health, safety, and environmental regulations and procedures
What we're looking for
Proven experienced minimum 4 years of work as a Mud Logger, Directional Driller, or Data/Pressure Engineer
Strong technical understanding of drilling operations
Excellent problem-solving and critical thinking skills
Effective communication and interpersonal abilities to work collaboratively with the drilling team
Proficiency in using relevant software and data management tools
A commitment to safety and environmental responsibility
What we offer

We are dedicated to providing our employees with a rewarding and supportive work environment. As a member of our team, you can expect:
Competitive remuneration and benefits package
Opportunities for professional development and career advancement
A collaborative and dynamic work culture that values innovation and teamwork
Comprehensive health, safety, and wellbeing initiatives to support your overall wellness
Work in the Office

About us

We are leading provider of real time monitoring services in Indonesia. With a strong track record of delivering safe and efficient operations, we are committed to driving the sustainable development of the energy sector. Our team of highly skilled professionals is dedicated to pushing the boundaries of what's possible in the industry.
Apply now to join our dynamic team and play a vital role in our continued growth and success.",Not Available,riau,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
292,Data Engineer,PT Acclime Consulting Indonesia,"South Jakarta, Jakarta",Posted 6d ago,"Key Responsibilities
• Design, build, and maintain data pipelines to support analytics, reporting, and operational use cases using Microsoft Fabric or similar platforms (e.g., Azure Databricks, Snowflake, BigQuery, Redshift).
• Develop and optimize ETL/ELT workflows across multiple source systems, ensuring reliable and high performance data integration.
• Write and maintain notebooks (Python, SQL) with clean, efficient, and well structured code.
• Ensure data accuracy, integrity, and security of data through validation, monitoring, and troubleshooting.
• Collaborate with stakeholders to understand data requirements and translate them into scalable data solutions.
• Contribute to the continuous improvement of data engineering standards, data quality checks, technical documentation, and best practices.

Requirements
• Bachelor's degree (S1) in Computer Science or Information System, or related field.
• 1-3 years of hands-on experience in Data Engineering, Data Warehouse, Business Intelligence, Analytics, or related technical field.
• Strong proficiency in SQL (must-have); experience writing complex queries and optimizing performance.
• Solid understanding of ETL/ELT processes, data modeling, and data warehouse concepts.
• Good knowledge in Python or equivalent programming language.
• Strong communication skills in English, both written and verbal.
• Familiarity with modern data platforms such as Microsoft Fabric, Azure Databricks, Snowflake, BigQuery, or Redshift is highly preferred.
• Exposure to BI tools such as Power BI or Tableau is a plus.",Rp 10.000.000 – Rp 15.000.000 per month,jakarta,6d,2026-03-18 01:00:00,2026-03-12 01:00:00,2026-03-12,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,10000000 –  15000000,,,
294,Data Engineer,PT Sharing Vision Indonesia,Jakarta,Posted 4d ago,"PT Sharing Vision Indonesia masih membutuhkan beberapa orang minimal S1/D4/S2 dari Teknik Informatika/Sistem Teknologi Informasi/Teknik Elektro/Teknik Telekomunikasi/Sistem Informasi/Fisika/ Matematika/Statistika/Ilmu Komputer/Engineer lainnya, untuk posisi sebagai: Data Engineer Penempatan WFO di Jakarta

Persyaratan:
Berpengalaman minimal 1-2 tahun dalam pekerjaan terkait Data Engineer
Minimal lulusan S1
Berpengalaman dalam ETL, data quality, data management
Advance dalam bahasa pemrosesan SQL, Python, Java
Advance dalam database management system, Oracle, postgree SQL, MySQL, Microsoft SQL, dan lain lain
Advance dalam crawling data dari medsos
Diutamakan pengalaman dengan big data tools untuk data ingestion seperti Sqoop, Kafka, dan lain lain
Pengalaman dalam menggunakan Tableau/Google Analytics/tools dashboard lainnya diutamakan
Pengalaman dalam teknologi big data (Spark, Hive, Impala) lebih diutamakan",Not Available,jakarta,4d,2026-03-18 01:00:00,2026-03-14 01:00:00,2026-03-14,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,,,,
295,Medior/Senior Data Engineer (Web Scrapping),NucleusX B.V,"South Denpasar, Bali",Posted 12d ago,"Medior/Senior Data Engineer (Web Scrapping)
📍 Location: Denpasar, Bali, Indonesia (On-site)
💼 Employment Type: Full-time
💰 Salary: IDR 10M - 18M (depending on experience)
About the Role
We are looking for a Medior/Senior Data Engineer to join our team in Bali. In this role, you will play a key part in building and scaling production-grade web scrapers and supporting the Lead Data Engineer in technical decisions, project planning, and team coordination. You will also mentor junior and medior engineers while ensuring best practices are followed.
Responsibilities
Lead the development and maintenance of scalable, production-grade web scrapers.
Design, build, and maintain reusable scraper libraries and frameworks.
Define coding standards, workflows, and processes with the Lead Engineer.
Implement robust monitoring, testing, and alerting systems to ensure reliability.
Manage and optimize cloud infrastructure (AWS/GCP/Azure) for large-scale scraping workloads.
Optimize compute, storage, and proxy usage for performance and cost efficiency.
Mentor and review code of junior and medior engineers.
Collaborate with stakeholders to prioritize backlog items and integrate scraper outputs into pipelines.
Act as second in command to the Lead Data Engineer for technical and project support.
Requirements
Must-Have Skills:
Strong proficiency in Python and SQL, with hands-on web scraping experience.
Deep knowledge of frameworks like Scrapy, Playwright, Selenium, and anti-bot strategies.
Experience designing reusable libraries, coding standards, and modular scraper frameworks.
Proficiency with cloud infrastructure (AWS/GCP/Azure), including compute, storage, and security basics.
Experience with Docker & Kubernetes for containerization and orchestration.
Familiarity with CI/CD pipelines, Git workflows, and IaC tools (Terraform/CloudFormation).
Strong debugging, performance tuning, and large-scale scraper optimization skills.
Excellent English communication skills (written & verbal).
Nice-to-Have Skills:
Workflow orchestration (Airflow, Prefect, Dagster).
Observability/monitoring tools (Prometheus, Grafana, CloudWatch, ELK).
Cost optimization in cloud and proxy-heavy workloads.
Knowledge of data governance, RBAC, and compliance.
Exposure to downstream data engineering pipelines (ETL/ELT, APIs, databases).
Why You’ll Love Working Here
Be part of a data-driven company that values curiosity, precision, and impact.
Collaborate with talented data engineers and analysts to solve real business challenges.
Based in beautiful Bali, working directly on-site with a passionate and talented team.
If relocating from other parts of Indonesia, we offer one-time reimbursement for flights and relocation expenses.",Rp 12.000.000 – Rp 18.000.000 per month,bali,12d,2026-03-18 01:00:00,2026-03-06 01:00:00,2026-03-06,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12000000 –  18000000,,,
296,Alibaba Data Center Facility Engineer,TITANICOM TECH LIMITED,Jakarta,Posted 4d ago,"Job Responsibility:
Monitor and maintain building systems, including HVAC, electrical, plumbing, fire protection, and security systems.
Plan and oversee preventive and corrective maintenance activities.
Troubleshoot and resolve facility-related issues to minimize downtime.
Coordinate with vendors, contractors, and service providers for repair and improvement works.
Ensure compliance with health, safety, and environmental regulations.
Support space planning and workplace optimization projects.
Manage facility assets, maintenance records, and documentation.
Assist with budgeting and cost control for facilities operations.
Conduct routine inspections to identify potential hazards or inefficiencies.
Respond to emergency facility situations as needed.
Other requirements at the customer's site
Job Requirement:
1. Bachelor’s Degree in Mechanical, Electrical, or Facilities Engineering or a related field;
2. Able to adapt to short-term overtime work (pre-construction phase, later normal working hours);
3. Have more than one year working experience in facilities management or building maintenance;
4. Familiar in using Building Management Systems (BMS) or Computerized Maintenance Management Systems (CMMS);
5. Strong knowledge of building systems, equipment, and maintenance procedures;
6. Correct working attitude, strong learning ability, good operation and maintenance habits, strong execution ability and sense of responsibility, good communication ability, service awareness, able to withstand pressure;
7. Intuitive understanding of IDC infrastructure and power environment (air conditioning, power, temperature, humidity, etc.)",Not Available,jakarta,4d,2026-03-18 01:00:00,2026-03-14 01:00:00,2026-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
300,Mechanical Engineer Data center - MEP DATA Center,PT YPTT Solutions Indonesia,"Tangerang, Banten",Posted 1d ago,"Job Description :
1. Having experience for build data center construction and MEP
2. Having knowledge of power, cabling and Electrical Installation (MV, LV), Lighting System, Earthing System, Pulling, Termination, QC Testing Electrical System, water distribution.
3. Monitor team during installation and ensure all properly.
3. Coordinate with stakeholder, contractor and vendor to ensure project running well
4. Having knowledge about construction and MEP data center drawing.
5. Ensure compliance with all safety regulations and quality standards.
6. Prepare and present project reports to senior management.
Requirement:
1. Diploma or Bachelor degree Electrical Engineering min experience 2 years in data center
2. Proven experience in managing large-scale construction projects, preferably in data centers.
3. Strong leadership, organizational, and problem-solving skills.
4. Excellent communication and negotiation abilities.
5. Ability to work in a fast-paced environment and handle multiple projects simultaneously.
6. Able to speak and write in English",Not Available,banten,1d,2026-03-18 01:00:00,2026-03-17 01:00:00,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
301,Data Engineer (ETL),PT Lawencon Internasional,"South Jakarta, Jakarta",Posted 27d ago,"Job Description
We are seeking experienced professionals for the position of Data Engineer. The selected candidates will be responsible for designing, developing, and maintaining scalable data integration solutions using IBM DataStage and enterprise databases to support business and analytics needs.
Key Responsibilities
Design, develop, and maintain ETL processes using IBM DataStage
Develop and optimize complex SQL queries, stored procedures, and database scripts
Perform data extraction, transformation, and loading (ETL) from multiple data sources
Ensure data quality, integrity, and consistency across systems
Monitor and troubleshoot ETL jobs and resolve performance issues
Collaborate with Business Analysts, Data Analysts, and other stakeholders to understand data requirements
Support data warehouse development and enhancements
Perform impact analysis and provide technical documentation for data solutions
Participate in system testing, deployment, and production support activities
Requirements & Qualifications
Minimum 3 years of experience as a Data Engineer or in a related role
Hands-on experience with IBM DataStage
Strong knowledge of the following databases:
Oracle
Microsoft SQL Server
PostgreSQL
Solid understanding of ETL processes, data integration, and data warehousing concepts
Experience in troubleshooting and optimizing ETL performance
Preferably has experience in the banking or financial services industry
Strong analytical and problem-solving skills
Ability to work independently as well as in a team environment
Good communication skills",Not Available,jakarta,27d,2026-03-18 01:00:00,2026-02-19 01:00:00,2026-02-19,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
302,Data Engineer,"PT Japfa Comfeed Indonesia, Tbk","Surabaya, East Java",Posted 13d ago,"The Data Transformation Functional is responsible for designing, building, and maintaining scalable data pipelines and transformation processes that enable reliable data flow across systems. This role bridges business needs and technical implementation by translating functional data requirements into optimized data models and ETL/ELT workflows.
The engineer ensures data is properly cleansed, structured, and enriched for analytical and operational use—supporting reporting, business intelligence (BI), data science, and digital initiatives. The position requires strong skills in data modeling, SQL, and cloud data platforms (e.g., Snowflake, AWS, Azure, GCP), with an understanding of data governance, quality, and performance optimization.

Job Description:
Design, develop, and maintain ETL/ELT pipelines for data ingestion, transformation, and integration.
Collaborate with business and analytics teams to define data requirements and translate them into technical solutions.
Build and optimize data models to support BI tools, dashboards, and advanced analytics.
Ensure data accuracy, consistency, and compliance with data governance policies.
Automate data workflows and monitor pipeline performance for reliability and scalability.
Work closely with data architects and functional teams to improve overall data ecosystem efficiency.

Job Requirement:
Bachelor’s degree in Information Technology, Information Systems, or a related field; Master’s degree is a plus.
Experience in data engineering, data transformation, or data integration roles is a plus. Fresh Grad is welcome.
Proven experience designing, developing, and maintaining ETL/ELT data pipelines for structured and semi-structured data using tools such as dbt, Informatica, Talend, or Apache Airflow.
Hands-on experience working with cloud-based data platforms such as Snowflake, Databricks, Google BigQuery, Amazon Redshift, or Azure Synapse.
Strong proficiency in SQL and practical experience with at least one programming language (e.g., Python, Scala, or Java) for automation and data manipulation.
Demonstrated experience integrating and preparing data for Business Intelligence (BI) tools, such as Power BI, Qlik Sense, or Tableau, ensuring optimized data structures for visualization and analysis.
Experience collaborating closely with business analysts, functional teams, and data consumers to translate business requirements into technical data solutions.
Exposure to version control systems (Git) and CI/CD workflows, ideally within an Agile development environment.
Technical skills:
SQL, Python, or Scala.
TL/ELT tools (e.g., dbt, Informatica, Talend).
Cloud data platforms (e.g., Snowflake, Databricks, BigQuery, Redshift).
CI/CD and version control (e.g., Git, Jenkins)
Soft skills:
Analytical Thinking Ability to interpret complex data processes, identify root causes of issues, and propose practical solutions.
Business Acumen Understands business processes and can translate functional requirements into technical data solutions that add measurable value.
Communication Skills Able to communicate clearly with both technical and non-technical stakeholders, including data architects, analysts, and business users.
Collaboration & Teamwork Works effectively within cross-functional teams, fostering cooperation between IT, data, and business units.
Problem-Solving Mindset Approaches challenges systematically, balancing technical precision with business needs.
Attention to Detail Ensures data accuracy and consistency throughout transformation and integration processes.
Continuous Learning Stays updated with emerging data technologies, engineering frameworks, and best practices.",Not Available,east java,13d,2026-03-18 01:00:00,2026-03-05 01:00:00,2026-03-05,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,,,,
307,Data Engineer (Project Based),PT GITS Indonesia,"South Tangerang, Banten",Posted 1d ago,"Requirements:
Diploma (D3) or Bachelor’s Degree in IT, Computer Science, Data Science, or a related field.
Minimum 3 years of proven experience in Data Engineer.
Familiar with Apache NiFi for data orchestration and ingestion processes.
Expertise in ETL/ELT pipeline design and maintenance for large-scale data.
Advanced SQL skills with experience in relational (PostgreSQL, MySQL) and NoSQL databases.
Familiar with Big Data ecosystems such as Hadoop, Spark, or Kafka.
Proficient in Python, Scala, or Java for data-related programming.
Experience with Cloud Data Platforms (AWS, GCP, or Azure) and data architecture.",Not Available,banten,1d,2026-03-18 01:00:00,2026-03-17 01:00:00,2026-03-17,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,,,,
308,Data Engineer,PT Graha Karya Informasi,Jakarta,Posted 15d ago,"Requirement for Middle Level:
1. Min experiences 3 years as Data Engineer (Junior & Middle Level)
2. Experience in writing SQL query, SQL function and SQL procedure is mandatory
3. Experience in develop Microsoft Power BI Dashboard is mandatory
4. Have experience in SSRS reporting,  Google Big Query, ETL & data pipeline is advantage.
5. Have knowledge and experience in data science with Phyton is advantage.
Requirement for Junior Level :
1. Programming and Scripting: Proficiency in Python, Java, or Scala for pipeline development.
2. Database Management: Expertise in SQL and Gogle Big Query
3. Data Modeling: Ability to design schema and data models optimized for analytics.
4. Big Data Tools: Knowledge of platforms like Hadoop, Spark, Kafka, or Flink for processing large datasets.
Problem Solving: Analytical skills for troubleshooting pipeline issues, optimizing performance, and ensuring data integrity.
Core Responsibilities
1. Data Pipeline Development and Management
Data engineers create and manage the pipelines that extract data from various sources, transform it into usable formats, and load it into databases or data warehouses (ETL/ELT processes). They ensure that data flows reliably from source systems to reporting and analytics platforms.
2. Data Storage and Architecture
They design and maintain scalable and secure data storage solutions, such as relational databases, NoSQL databases, and cloud-based data warehouses. They establish schemas, indexing strategies, and storage models optimized for performance and analytics.
3. Data Quality and Governance
Data engineers enforce data quality standards, implement validation and cleansing processes, and monitor pipelines to detect and resolve inconsistencies. They also ensure compliance with data governance policies and standards, including privacy regulations.
4. Performance Optimization and Scalability
Optimizing database queries, improving pipeline performance, and planning for scalable infrastructure to manage growing datasets are key responsibilities. This includes tuning systems to handle large-scale batch and real-time processing efficiently.
5. Collaboration with Stakeholders
Data engineers work closely with data scientists, analysts, and business teams to understand their data requirements and provide reliable datasets for analysis, reporting, and machine learning applications.
6. Tooling and Automation
They leverage tools such as Apache Spark, Hadoop, Kafka, Airflow, and cloud services like AWS, Azure, or Google Cloud Platform to automate workflows and manage large-scale data processing.",Rp 10.000.000 – Rp 13.000.000 per month,jakarta,15d,2026-03-18 01:00:00,2026-03-03 01:00:00,2026-03-03,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,10000000 –  13000000,,,
315,Data Center Operation Engineer,PT Datacomm Diangraha,"North Cikarang, West Java",Posted 15d ago,"Responsibilities:
Cloud service fulfillment (VMWare, KVM, Openstack, Acronis, Zerto, Linux, Windows Server)
Cloud service operation (Backup/Restore Management, IP Management, Reporting)
Cloud service monitoring (MRTG, PRTG, Grafana)
Cloud L1 incident handling
Support coordination to customer in troubleshooting
Perform Shifting 24x7
 Requirements:
Graduated from reputable university majoring in Telecommunication Engineering or Computer Science or Information Technology with minimum GPA of 3.0.
1 year experience Experience working in the field of cloud engineering is preferable.
Fresh Graduate are welcome to apply.
Have Knowledge of Sys Administrator (Linux, Windows Server)
Have knowledge in Cloud Computing (VMWare, KVM, Openstack, Zerto, Acronis)
Have knowledge of networking (TCP/IP, OSI Layer, IP Subnetting, Static Routing, Switching).
Familiar and have experience operating Monitoring Tools (PRTG, MRTG, etc).
Able to work in a team or individually and understand the concept of Customer Service Oriented.
Understanding the concept of Customer Service Oriented.
Willing to be placed in Jababeka, Cikarang",Rp 5.950.000 – Rp 7.500.000 per month,west java,15d,2026-03-18 01:00:00,2026-03-03 01:00:00,2026-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5950000 –  7500000,,,
318,DATA Security Engineer (Operation),PT Metrocom Global Solusi,"South Jakarta, Jakarta",Posted 6d ago,"DATA Security Engineer (Operation)
 Roles Responsible:
1. Instalasi dan konfigurasi produk database (data) security
2. Monitoring server security appliance dan agent
3. Monitoring report activity sql database
4. Monitoring alert hasil pelanggaran policy security database
5. Melakukan Preventive dan Corrective Maintenance dan membuat reporting
6. Analisa Aktivitas Query SQL
7. Dapat berkomunikasi dengan user dan team
 Requirements:
1. Pendidikan S1 Komputer atau S1 Teknik Informatika
2. Pengalaman minimal 1 tahun sebagai Database Administrator atau Data security
3. Mengerti tentang database rdbms, sql language
4. Mengerti dasar pengoperasian OS, command line, performance OS.
5. Optimis, cepat dalam belajar dan adaptasi dengan pekerjaan
6. Mampu menganalisa masalah dan mencari solusi,
7. Dapat bekerja dalam team.",Not Available,jakarta,6d,2026-03-18 01:00:00,2026-03-12 01:00:00,2026-03-12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,
320,Electrical Engineer - Data Center Operations,Private Advertiser,Jakarta,Posted 14h ago,"Position: Electrical Engineer
Location: Jakarta, Indonesia
Terms: Full-time
We are seeking for an experience Electrical Engineer to join our growing team in Indonesia. The Data Center Electrical Engineer is responsible for the design, implementation, and maintenance of electrical systems within data center facilities. This role ensures that all electrical systems operate efficiently, safely, and reliably to support the critical infrastructure of the data center. The ideal candidate will have a strong technical background in electrical engineering, with a focus on data center operations and energy management

Key Responsibilities:
Design and oversee the installation of electrical systems, including power distribution, lighting, and backup power systems (e.g., UPS, generators) for data center environments.
Conduct load calculations, equipment selection, and system sizing to ensure optimal performance and reliability of electrical systems.
Collaborate with project managers, mechanical engineers, and other stakeholders to ensure electrical designs meet project specifications and regulatory requirements.
Monitor and troubleshoot electrical systems during construction and operational phases, ensuring compliance with industry standards and best practices.
Develop and maintain documentation, including design drawings, specifications, and operation manuals for electrical systems.
Conduct regular inspections and maintenance of electrical systems to ensure safety and efficiency.
Stay updated on the latest technologies and trends in electrical engineering and data center operations to recommend improvements and innovations.

Qualifications:
Bachelor’s degree in electrical engineering or a related field.
Professional Engineer (PE) license or equivalent certification is highly desirable.
At least 5 year of proven experience as an Electrical Engineer, preferably in data center or critical infrastructure projects.
Deep understanding of data center infrastructure and critical systems (MEP, IT, Security)
Expertise in BMS, EPMS, IWMS, CAFM, CMMS platforms
Familiarity with Modbus and BACnet protocols
Knowledge of ISO 27001 (Cybersecurity) and ISO 50001 (Energy Management)
Experience with CAD/REVIT integration and BI dashboards
Strong knowledge of electrical systems design, including power distribution, lighting, and emergency power systems.
Proficiency in engineering design software (e.g., AutoCAD, ETAP, or similar tools).
Familiarity with industry standards and codes (e.g., NEC, IEEE, NFPA) related to electrical systems in data centers",Not Available,jakarta,14h,2026-03-18 01:00:00,2026-03-17 11:00:00,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
326,Senior Data Center Mechanical Engineer,SM+,Jakarta,Posted 12d ago,"Supervise day-to-day operation and performance of data center cooling systems (CRAC/CRAH, chilled water, pumps, valves, controls) to meet uptime and environmental SLA.
Lead troubleshooting and incident response for cooling/fire system alarms; execute SOP/MOP/EOP and ensure proper escalation until recovery.
Supervise operation, inspection, and maintenance of fire detection & suppression systems (VESDA/smoke detection, FACP, clean agent, pre-action/sprinkler, fire pumps).
Plan and control preventive & corrective maintenance activities, ensuring PTW/LOTO, risk assessment, and zero-impact execution on critical load.
Monitor systems via BMS/DCIM, review trends (temp/humidity/pressure/flow), and take proactive actions to prevent failures.
Manage vendors/contractors for HVAC and fire systems, ensuring SLA performance, quality work, and timely completion of deliverables.
Maintain accurate documentation and reporting: maintenance logs, incident reports, RCA, compliance evidence, and improvement action tracking.
Support commissioning, upgrades, and capacity expansion works, including testing of interlocks/cause & effect for critical systems.

Responsibilities
Bachelor’s in Mechanical Engineering, Building Services, or related field.
Min. 5 years experience in mission-critical facilities (Data Center preferred) with hands-on exposure to cooling + fire systems.
Strong knowledge of: CRAC/CRAH, chilled water loops, pumps, valves, controls logic, sensor calibration; Fire detection & suppression: VESDA, FACP, clean agent, pre-action/sprinkler system.
Familiar with operational governance: SOP/MOP/EOP, LOTO, PTW, change management, RCA.",Not Available,jakarta,12d,2026-03-18 01:00:00,2026-03-06 01:00:00,2026-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
330,Senior Data Engineer,PT DAPUR SEHAT INDONESIA,"South Tangerang, Banten",Posted 7d ago,"Healthy Go is Hiring: Data Engineer

Responsibilities:
- Membangun dan mengelola ETL (Extract, Transform, Load) pipeline dari berbagai sumber data (POS, marketing ads, inventory, finance, dll).
- Menulis dan mengoptimalkan query menggunakan SQL untuk kebutuhan reporting dan analisis bisnis.
- Melakukan data cleaning, transformation, dan validation untuk memastikan akurasi dan konsistensi data.
- Mendesain serta mengelola struktur database / data warehouse yang scalable dan efisien.
- Berkolaborasi dengan tim Marketing, Finance, Operation, dan Management untuk memahami kebutuhan data.
- Menyediakan dataset yang siap digunakan untuk monitoring KPI dan dashboard.
- Mengembangkan dan maintain dashboard menggunakan tools seperti Metabase, Apache Superset, atau Google Data Studio.
- Melakukan monitoring, troubleshooting, dan perbaikan jika terjadi error atau perbedaan data.
- Membuat dokumentasi teknis terkait alur data dan sistem yang dibangun.

Requirements:
- Minimal S1 di bidang Teknik Informatika / Sistem Informasi / Ilmu Komputer / Statistik atau bidang terkait.
- Pengalaman 1–3 tahun sebagai Data Engineer (yang terbiasa handle ETL).
- Pengalaman minimal 1–3 tahun sebagai Data Engineer / Data Analyst (yang terbiasa handle ETL).
- Mahir SQL (JOIN, CTE, window function, query optimization).
- Menguasai Python atau scripting language lainnya untuk data processing.
- Memahami konsep ETL, data warehouse, dan data modeling.
- Familiar dengan data visualization tools seperti Metabase, Superset, atau Google Data Studio.
- Memahami konsep database seperti indexing, normalization, dan partitioning.
- Nilai tambah jika memiliki pengalaman dengan cloud platform (AWS / GCP) atau workflow tools (Airflow).",Not Available,banten,7d,2026-03-18 01:00:00,2026-03-11 01:00:00,2026-03-11,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,
332,Test & Commissioning Engineer – Chiller (Data Center Project),PT Berca Carrier Indonesia,"Kemayoran, Jakarta",Posted 5d ago,"Job Description
Perform testing and commissioning (Cx Level-3) activities for chiller systems installed in data center facilities.
Support functional testing (Cx Level-4) and Integrated System Test (Cx Level-5) of the chiller plant.
Perform troubleshooting and problem analysis related to mechanical, electrical, and control systems of the chiller during commissioning activities.
Coordinate with project coordinators, contractors, vendors, and client representatives during commissioning stages.
Ensure all commissioning activities comply with safety standards, project procedures, and data center operational requirements.

Qualifications
Minimum D3/ S1 in Mechanical Engineering, or HVAC/Refrigeration Engineering.
0–3 years of experience in HVAC, refrigeration, or chiller system engineering.
Fresh graduates are welcome to apply, preferably with internship or project experience related to HVAC systems or building mechanical systems.
Basic understanding of chiller systems, refrigeration cycle, and HVAC components.
Familiarity with testing, commissioning activities, or system troubleshooting will be an advantage.
Knowledge of control systems and Variable Frequency Drive (VFD) is preferred.
Experience working in data center, industrial, or commercial building projects will be considered an added value.
Willingness to travel and work at project sites, including data center environments.",Not Available,jakarta,5d,2026-03-18 01:00:00,2026-03-13 01:00:00,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
